@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,14-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute age numeric
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute education-num numeric
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
49,Private,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,0,0,40,>50K
26,Private,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K
28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
32,Private,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,35,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,5178,0,40,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,<=50K
32,Federal-gov,HS-grad,9,Divorced,Protective-serv,Husband,White,Male,0,0,40,<=50K
68,Private,HS-grad,9,Widowed,Adm-clerical,Husband,White,Female,0,0,8,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,<=50K
22,Self-emp-inc,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
32,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,13550,0,28,>50K
24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Husband,White,Male,0,0,40,<=50K
40,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
28,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K
24,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,<=50K
33,Private,Preschool,1,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K
48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,<=50K
57,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,55,<=50K
40,Private,HS-grad,9,Divorced,Transport-moving,Husband,White,Male,0,0,40,<=50K
55,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,75,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
38,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,<=50K
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,<=50K
45,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,<=50K
35,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,<=50K
42,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,<=50K
51,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,>50K
51,Private,HS-grad,9,Divorced,Sales,Husband,Black,Female,0,0,38,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,<=50K
34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
53,Local-gov,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
63,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
42,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,>50K
63,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K
49,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Husband,White,Female,0,0,60,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,<=50K
30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1628,40,<=50K
71,Private,9th,5,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
26,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,<=50K
72,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,55,<=50K
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,45,<=50K
71,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,<=50K
62,Private,Preschool,1,Divorced,Other-service,Husband,White,Male,0,0,24,<=50K
51,Private,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,24,<=50K
61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,<=50K
33,Private,Some-college,10,Never-married,Craft-repair,Husband,White,Female,14344,0,40,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Husband,Black,Female,0,0,35,<=50K
40,Private,Bachelors,13,Separated,Sales,Husband,White,Male,0,0,40,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
28,Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,Other,Male,0,0,40,<=50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
90,Private,9th,5,Widowed,Adm-clerical,Other-relative,White,Female,0,0,15,<=50K
40,Private,12th,8,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,<=50K
31,Private,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,50,<=50K
42,Private,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,24,<=50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,13,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
20,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,594,0,25,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
65,Private,9th,5,Widowed,Sales,Husband,White,Female,0,0,40,<=50K
53,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,56,<=50K
45,Private,11th,7,Separated,Tech-support,Husband,White,Female,0,0,40,<=50K
27,Private,HS-grad,9,Separated,Machine-op-inspct,Husband,Black,Female,0,0,15,<=50K
59,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,>50K
23,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,<=50K
36,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,<=50K
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,13,<=50K
19,Self-emp-not-inc,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,<=50K
29,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,<=50K
44,Private,10th,6,Never-married,Sales,Husband,Other,Female,0,0,35,<=50K
44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,<=50K
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
36,Private,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
45,Without-pay,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,16,<=50K
35,Private,Some-college,10,Never-married,Other-service,Husband,White,Female,0,0,40,<=50K
17,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,<=50K
23,Private,11th,7,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,25,<=50K
21,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,50,<=50K
29,Private,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,80,<=50K
68,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Husband,White,Male,0,1429,40,<=50K
26,Private,Assoc-acdm,12,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,<=50K
37,Federal-gov,Bachelors,13,Never-married,Protective-serv,Husband,Black,Male,0,1564,50,>50K
17,Private,11th,7,Never-married,Adm-clerical,Own-child,Black,Male,0,0,48,<=50K
34,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,<=50K
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,<=50K
47,State-gov,11th,7,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
56,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
52,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,>50K
27,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
18,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,5,<=50K
31,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1579,20,<=50K
22,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,<=50K
48,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,<=50K
25,Private,Some-college,10,Married-spouse-absent,Other-service,Husband,White,Female,0,0,50,<=50K
55,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298,0,40,<=50K
70,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
62,Self-emp-inc,Bachelors,13,Divorced,Sales,Husband,White,Male,99999,0,50,>50K
56,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Female,4508,0,35,<=50K
38,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,<=50K
41,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
63,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,<=50K
32,Private,Assoc-acdm,12,Never-married,Sales,Husband,White,Male,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
26,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Female,0,0,50,<=50K
72,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,50,<=50K
53,Private,7th-8th,4,Divorced,Priv-house-serv,Husband,White,Female,0,0,40,<=50K
24,Private,11th,7,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
41,Private,Some-college,10,Widowed,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
33,Private,5th-6th,3,Never-married,Other-service,Husband,White,Male,0,0,48,<=50K
41,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,<=50K
42,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
90,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,48,<=50K
81,Private,11th,7,Widowed,Adm-clerical,Husband,White,Female,0,0,24,<=50K
52,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
39,Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,50,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
79,Private,Assoc-acdm,12,Widowed,Adm-clerical,Husband,White,Female,2050,0,30,<=50K
43,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,<=50K
43,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999,0,42,>50K
64,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
41,Federal-gov,Assoc-voc,11,Divorced,Other-service,Husband,Black,Female,0,0,40,<=50K
30,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,<=50K
67,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,<=50K
39,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
65,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,Black,Female,0,0,2,<=50K
22,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,40,<=50K
32,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Female,0,0,42,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Husband,White,Female,0,0,40,<=50K
57,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K
38,Private,11th,7,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,32,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
41,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K
31,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
65,Private,11th,7,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,<=50K
40,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
44,Private,11th,7,Never-married,Machine-op-inspct,Husband,Black,Female,0,0,40,<=50K
59,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
28,Private,Masters,14,Never-married,Adm-clerical,Husband,Black,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
32,Private,Doctorate,16,Never-married,Prof-specialty,Husband,White,Female,99999,0,60,>50K
58,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,35,<=50K
34,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,>50K
28,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,>50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
53,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,>50K
28,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,43,>50K
57,Self-emp-not-inc,HS-grad,9,Divorced,Handlers-cleaners,Husband,White,Male,0,2704,40,<=50K
49,Local-gov,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,<=50K
34,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,0,0,28,<=50K
36,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,>50K
46,Private,Assoc-acdm,12,Divorced,Prof-specialty,Husband,White,Male,0,0,42,<=50K
20,Private,12th,8,Never-married,Prof-specialty,Husband,White,Female,0,0,35,<=50K
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
75,Private,Preschool,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K
20,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,>50K
22,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,<=50K
30,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,<=50K
73,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Female,0,0,35,<=50K
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,20,<=50K
83,Private,1st-4th,2,Widowed,Adm-clerical,Other-relative,White,Female,0,0,10,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,45,<=50K
30,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K
63,Never-worked,11th,7,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,8,<=50K
53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,>50K
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
32,Private,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,40,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,>50K
32,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Female,0,0,40,<=50K
39,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
41,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,4416,0,40,<=50K
37,Private,HS-grad,9,Never-married,Sales,Husband,White,Female,0,0,40,<=50K
54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,<=50K
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60,>50K
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
49,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
23,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,<=50K
51,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
29,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,<=50K
43,Private,9th,5,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
71,Private,7th-8th,4,Divorced,Adm-clerical,Husband,White,Female,0,0,40,<=50K
24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,<=50K
30,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,40,<=50K
23,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,<=50K
59,Private,HS-grad,9,Divorced,Craft-repair,Husband,White,Female,0,0,50,<=50K
32,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,99999,0,50,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2105,0,60,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
42,Private,Bachelors,13,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,<=50K
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,57,<=50K
36,Private,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,40,<=50K
51,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
35,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,<=50K
41,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,<=50K
55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,45,<=50K
78,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,0,40,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,<=50K
21,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,25,<=50K
33,Private,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,0,0,48,<=50K
36,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Female,0,0,40,<=50K
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
65,Private,Some-college,10,Widowed,Sales,Husband,White,Female,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,Husband,White,Female,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
39,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,>50K
18,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,<=50K
40,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,<=50K
41,Private,Some-college,10,Divorced,Tech-support,Husband,Black,Female,0,0,36,<=50K
57,State-gov,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,20,<=50K
21,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
34,Private,Assoc-voc,11,Never-married,Craft-repair,Husband,White,Male,0,0,45,<=50K
37,Private,12th,8,Never-married,Adm-clerical,Husband,White,Male,0,0,25,<=50K
51,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,20,<=50K
26,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,45,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,0,0,30,<=50K
24,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Female,0,0,42,<=50K
