@relation test_miss-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {Local-gov,Private,State-gov,Self-emp-inc,Federal-gov,Self-emp-not-inc,Never-worked,Without-pay}
@attribute fnlwgt numeric
@attribute education {7th-8th,HS-grad,Bachelors,Masters,Some-college,Prof-school,10th,1st-4th,11th,5th-6th,Assoc-voc,Doctorate,12th,Assoc-acdm,Preschool,9th}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Separated,Widowed,Never-married,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Farming-fishing,Craft-repair,Adm-clerical,Prof-specialty,Sales,Other-service,Protective-serv,Transport-moving,Machine-op-inspct,Tech-support,Exec-managerial,Handlers-cleaners,Priv-house-serv,Armed-Forces}
@attribute relationship {Husband,Wife,Own-child,Not-in-family,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Iran,Puerto-Rico,El-Salvador,Haiti,Mexico,Scotland,Cuba,Philippines,Trinadad&Tobago,Canada,Peru,Laos,Dominican-Republic,England,Poland,Japan,Vietnam,Ecuador,Columbia,Germany,Italy,South,France,India,Honduras,China,Greece,Jamaica,Taiwan,Guatemala,Portugal,Nicaragua,Outlying-US(Guam-USVI-etc),Cambodia,Hungary,Ireland,Hong}
@attribute class {<=50K,>50K}

@data
58,Private,187873,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,40,United-States,<=50K
47,Private,88574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,119273,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
34,Private,352345,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,178514,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,688099,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
42,Private,124996,Some-college,10,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
28,Private,128683,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
60,Private,240023,Some-college,10,Widowed,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
59,Local-gov,83251,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,255346,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,<=50K
24,Private,194856,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,182961,9th,5,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
29,Federal-gov,159532,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,0,0,45,United-States,<=50K
55,Private,181313,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
36,Private,176551,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
27,Private,133147,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
51,Local-gov,252953,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,184671,HS-grad,9,Married-AF-spouse,Farming-fishing,Wife,White,Female,0,0,25,United-States,<=50K
50,Private,73252,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,<=50K
42,Private,191445,Bachelors,13,Divorced,Exec-managerial,Husband,Black,Female,0,0,45,United-States,>50K
27,Private,93689,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
69,Private,93547,5th-6th,3,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
35,Local-gov,14416,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,<=50K
24,Private,109195,10th,6,Never-married,Sales,Husband,White,Male,0,0,49,El-Salvador,<=50K
51,Private,258646,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
19,Private,392113,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States,<=50K
38,Private,366075,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
42,Private,175001,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
77,Self-emp-inc,155954,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
20,Private,182938,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,178153,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States,<=50K
28,Local-gov,199509,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,<=50K
43,Private,232731,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,50,United-States,<=50K
35,Private,370154,Some-college,10,Divorced,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
26,Private,151296,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0,0,10,United-States,<=50K
57,Local-gov,132787,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
50,Private,222727,HS-grad,9,Separated,Craft-repair,Husband,Black,Female,0,0,40,United-States,<=50K
36,Private,118086,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,Mexico,<=50K
35,Private,338211,11th,7,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,350033,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
50,Private,420216,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
50,Private,251156,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
26,Private,593931,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
44,Private,48075,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
52,Private,117327,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,405306,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,127761,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
27,Private,24149,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
37,Private,331935,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,40,United-States,>50K
21,Self-emp-not-inc,224284,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
21,Private,146542,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
26,Self-emp-not-inc,218221,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
44,Private,153320,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,151285,Bachelors,13,Never-married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
17,Self-emp-not-inc,166926,11th,7,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
66,Private,87743,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
38,Self-emp-not-inc,105479,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Cuba,<=50K
19,Private,263396,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,387339,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,70,Mexico,<=50K
33,Private,61457,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
54,Private,149329,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
60,Private,25285,Some-college,10,Divorced,Other-service,Husband,White,Female,0,2001,40,United-States,<=50K
30,Private,181093,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,65,United-States,<=50K
64,Private,358583,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
40,Local-gov,155037,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,80279,10th,6,Widowed,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
35,Self-emp-inc,192105,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,<=50K
35,Private,112048,11th,7,Separated,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,66129,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,181960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,<=50K
63,Private,212552,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
50,State-gov,229914,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
24,Private,227466,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Local-gov,202111,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
39,Private,228321,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
39,Private,114104,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
32,Private,244898,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
50,Private,174320,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
60,Private,327234,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,0,2231,37,United-States,>50K
52,Self-emp-not-inc,272660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
71,Private,223331,Some-college,10,Widowed,Sales,Husband,White,Female,0,0,40,United-States,<=50K
53,Private,271493,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,Federal-gov,309828,Bachelors,13,Never-married,Protective-serv,Husband,Black,Male,0,1564,50,United-States,>50K
64,Private,37771,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
45,State-gov,220809,Masters,14,Separated,Prof-specialty,Husband,White,Male,0,1564,35,United-States,>50K
30,Private,300535,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
58,Private,63723,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,102772,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
59,Private,138371,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
36,Private,198569,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,40,United-States,<=50K
47,Private,271094,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
19,Private,297894,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,162243,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
17,Private,73415,12th,8,Never-married,Prof-specialty,Own-child,White,Male,2354,0,7,United-States,<=50K
51,Private,286394,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,<=50K
35,Self-emp-not-inc,698441,Some-college,10,Married-spouse-absent,Sales,Husband,White,Female,0,0,40,United-States,<=50K
63,Federal-gov,106096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,100550,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
44,Private,127908,Bachelors,13,Divorced,Exec-managerial,Husband,White,Female,0,0,48,United-States,<=50K
40,Local-gov,160248,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
42,Private,334653,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,170039,5th-6th,3,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K
34,Self-emp-not-inc,26269,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,50,United-States,<=50K
24,Private,164901,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
40,State-gov,88414,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,<=50K
52,Private,131697,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
27,Private,451622,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,36,United-States,<=50K
26,Private,28916,Assoc-voc,11,Never-married,Other-service,Husband,White,Female,0,0,15,United-States,<=50K
52,Self-emp-not-inc,134716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,135717,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
70,Private,126045,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
40,Federal-gov,138770,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,42,United-States,>50K
59,Private,245428,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,114344,7th-8th,4,Never-married,Handlers-cleaners,Husband,White,Female,0,0,40,Mexico,<=50K
36,Private,174653,Some-college,10,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
61,Local-gov,252254,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,<=50K
44,Private,297605,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
21,Private,88687,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
67,Private,165005,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
36,Private,347195,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
49,Private,58916,9th,5,Divorced,Other-service,Husband,Black,Male,0,0,37,United-States,<=50K
28,Private,298499,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
46,Private,201720,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
41,Private,167880,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,109433,11th,7,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,14344,0,40,Vietnam,<=50K
51,Private,180907,HS-grad,9,Widowed,Exec-managerial,Husband,White,Female,3325,0,40,Yugoslavia,<=50K
63,Private,180026,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
41,Self-emp-not-inc,38727,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
34,Local-gov,45143,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,14084,0,42,United-States,>50K
56,Private,216850,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
21,Private,56945,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,160203,Some-college,10,Married-spouse-absent,Sales,Husband,White,Female,0,0,40,United-States,<=50K
43,Private,267207,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
36,Local-gov,453247,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,<=50K
32,Self-emp-not-inc,84235,12th,8,Divorced,Sales,Not-in-family,White,Male,0,0,52,Dominican-Republic,<=50K
24,Private,244163,Assoc-voc,11,Never-married,Prof-specialty,Husband,White,Female,0,0,60,United-States,<=50K
56,Private,512724,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,60,United-States,<=50K
40,Local-gov,263570,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
29,Private,109951,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
39,Private,45573,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,197385,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
19,Private,52863,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,174836,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
54,Self-emp-not-inc,351812,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
30,Private,208713,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298,0,48,United-States,<=50K
40,State-gov,147060,Masters,14,Divorced,Exec-managerial,Husband,White,Female,1506,0,40,United-States,<=50K
30,Private,192848,Bachelors,13,Never-married,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,95200,HS-grad,9,Separated,Exec-managerial,Husband,White,Female,0,0,42,United-States,<=50K
34,Private,130236,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,122586,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
37,Self-emp-inc,150395,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
40,Self-emp-not-inc,158759,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,<=50K
46,Federal-gov,131027,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,50,United-States,>50K
18,Private,233328,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
20,Private,158377,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
48,Private,129792,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
38,Private,75751,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
25,Private,81098,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,397050,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States,<=50K
31,Private,91512,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,423835,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,15,United-States,<=50K
70,Self-emp-not-inc,183234,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,138479,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-inc,29531,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
26,Private,434958,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
46,Private,98048,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
60,Private,180216,10th,6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
25,Private,250769,9th,5,Never-married,Other-service,Husband,White,Female,0,0,50,United-States,<=50K
59,Private,166353,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
45,Self-emp-inc,193415,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
50,Private,91792,11th,7,Divorced,Protective-serv,Husband,White,Female,0,0,40,United-States,<=50K
51,Private,65621,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,42,United-States,<=50K
32,Private,81337,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,120177,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
22,Private,115029,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,42,United-States,<=50K
41,State-gov,52204,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,Canada,<=50K
47,Private,187717,HS-grad,9,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,3325,0,45,United-States,<=50K
56,Private,46376,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
42,Private,242750,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,145300,Masters,14,Divorced,Exec-managerial,Husband,White,Female,27828,0,40,United-States,>50K
23,Private,382516,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,<=50K
48,Private,222406,Some-college,10,Separated,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
35,Private,133603,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,40,United-States,<=50K
36,Private,202499,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
39,Local-gov,123996,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
38,Private,122480,HS-grad,9,Divorced,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
32,Private,63847,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
37,Private,268907,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
37,Private,376061,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
73,Self-emp-not-inc,243823,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,20,United-States,<=50K
42,Private,107768,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
45,Private,212853,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,150548,11th,7,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,351142,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
38,Local-gov,124823,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
69,Private,184538,HS-grad,9,Widowed,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
26,Private,205887,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
33,Self-emp-not-inc,134904,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
